Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Address,City,State,Zip,Phone,NCES Number,Create Date
2017,02,Anne Arundel,2202,Severna Park Elementary,E,6 Riggs Ave,Severna Park,MD,211461689,4102226577,240006000125,20170814
2017,02,Anne Arundel,2212,Solley Elementary,E,7608 Solley Rd,Glen Burnie,MD,210608308,4102226473,240006000129,20170814
2017,02,Anne Arundel,2222,Sunset Elementary,E,8572 Fort Smallwood Rd,Pasadena,MD,211222600,4102226478,240006000134,20170814
2017,02,Anne Arundel,2233,Anne Arundel Evening High,H,60 Robinson Road,Severna Park,MD,21146,4105440182,240006000899,20170814
2017,02,Anne Arundel,2243,Magothy River Middle,M,241 Peninsula Farm Rd,Arnold,MD,210121011,4105440926,240006000091,20170814
2017,02,Anne Arundel,2273,Chesapeake High,H,4798 Mountain Rd,Pasadena,MD,211225814,4102559600,240006000058,20170814
2017,02,Anne Arundel,2322,Broadneck Elementary,E,470 Shore Acres Rd,Arnold,MD,210121904,4102221680,240006000047,20170814
2017,02,Anne Arundel,2363,Broadneck High,H,1265 Green Holly Dr,Annapolis,MD,214094676,4107571300,240006001402,20170814
2017,02,Anne Arundel,2372,Windsor Farm Elementary,E,591 Broadneck Rd,Annapolis,MD,214095503,4102221690,240006001516,20170814
2017,02,Anne Arundel,2413,Severn River Middle,M,241 Peninsula Farm Rd,Arnold,MD,210121011,4105440922,240006000124,20170814
2017,02,Anne Arundel,2423,Chesapeake Bay Middle,M,4804 Mountain Rd,Pasadena,MD,211225816,4104372400,240006000042,20170814
2017,02,Anne Arundel,2432,Shipley's Choice Elementary,E,310 Governor Stone Pky,Millersville,MD,211082433,4102223851,240006001421,20170814
2017,02,Anne Arundel,3013,Arundel High,H,1001 Annapolis Rd,Gambrills,MD,210541033,4106746500,240006000040,20170814
2017,02,Anne Arundel,3023,Arundel Middle,M,1179 Hammond Ln,Odenton,MD,211132017,4106746900,240006000039,20170814
2017,02,Anne Arundel,3033,MacArthur Middle,M,3500 Rockenbach Road,Fort Meade,MD,207550000,4106740032,240006000090,20170814
2017,02,Anne Arundel,3062,Brock Bridge Elementary,E,405 Brock Bridge Rd,Laurel,MD,207240000,3014986280,240006000048,20170814
2017,02,Anne Arundel,3072,Crofton Elementary,E,1405 Duke Of Kent Dr,Crofton,MD,211141400,4102225800,240006000060,20170814
2017,02,Anne Arundel,3082,Crofton Woods Elementary,E,1750 Urby Dr,Crofton,MD,211142331,4102225805,240006000061,20170814
2017,02,Anne Arundel,3092,Seven Oaks Elementary,E,1905 Town Center Blvd.,Odenton,MD,21113,4102220937,240006001645,20170814
2017,02,Anne Arundel,3102,Hebron - Harman Elementary,E,7660 Ridge Chapel Road,Hanover,MD,21076,4102226930,240006000078,20170814
2017,02,Anne Arundel,3112,Jessup Elementary,E,2900 Elementary School Ln,Jessup,MD,207949712,4102226490,240006000083,20170814
2017,02,Anne Arundel,3122,Manor View Elementary,E,2900 Macarthur Rd,Ft Meade,MD,207550000,4102226504,240006000092,20170814
2017,02,Anne Arundel,3132,Maryland City Elementary,E,3359 Crumpton South,Laurel,MD,207242245,3017254256,240006000096,20170814
2017,02,Anne Arundel,3142,Meade Heights Elementary,E,1925 Reece Road,Ft. Meade,MD,20755,4102226509,240006000098,20170814
2017,02,Anne Arundel,3152,Van Bokkelen Elementary,E,1140 Reece Rd,Severn,MD,211442422,4102226535,240006000137,20170814
2017,02,Anne Arundel,3162,Millersville Elementary,E,1601 Millersville Rd,Millersville,MD,211082119,4102223800,240006000100,20170814
2017,02,Anne Arundel,3172,Odenton Elementary,E,1290 Odenton Rd,Odenton,MD,211130000,4102226514,240006000106,20170814
2017,02,Anne Arundel,3182,Pershing Hill Elementary,E,7600 29th Division Road,Ft Meade,MD,207550000,4102226519,240006000114,20170814
2017,02,Anne Arundel,3192,Ridgeway Elementary,E,1440 Evergreen Rd,Severn,MD,211442612,4102226524,240006000119,20170814
2017,02,Anne Arundel,3202,Severn Elementary,E,838 Reece Rd,Severn,MD,211441101,4105516220,240006000123,20170814
2017,02,Anne Arundel,3212,South Shore Elementary,E,1376 Fairfield Loop Rd,Crownsville,MD,210320000,4102223865,240006000130,20170814
2017,02,Anne Arundel,3222,Waugh Chapel Elementary,E,840 Sunflower Dr,Odenton,MD,211132243,4102226542,240006000138,20170814
2017,02,Anne Arundel,3232,West Meade Early Education Center,,7722 Ray Street,Ft Meade,MD,207550000,4102226545,240006000140,20170814
2017,02,Anne Arundel,3242,Piney Orchard Elementary,E,2641 Strawberry Lake Way,Odenton,MD,211130000,4106727591,240006002944,20170814
2017,02,Anne Arundel,3263,Crofton Middle,M,2301 Davidsonville Rd,Gambrills,MD,210541924,4107930280,240006001403,20170814
2017,02,Anne Arundel,3272,Four Seasons Elementary,E,979 Waugh Chapel Rd,Gambrills,MD,210541446,4102226501,240006000069,20170814
2017,02,Anne Arundel,3282,Nantucket Elementary,E,2350 Nantucket Dr,Crofton,MD,21114,4104516120,240006001658,20170814
2017,02,Anne Arundel,3323,Meade High,H,1100 Clark Road,Ft Meade,MD,207550000,4106747710,240006000099,20170814
2017,02,Anne Arundel,3333,Old Mill Middle North,M,610 Patriot Ln,Millersville,MD,211081355,4109695950,240006000107,20170814
2017,02,Anne Arundel,3343,Old Mill Middle South,M,620 Patriot Ln,Millersville,MD,211081355,4109697000,240006000108,20170814
2017,02,Anne Arundel,3353,Old Mill High,H,600 Patriot Ln,Millersville,MD,211081355,4109699010,240006000109,20170814
2017,02,Anne Arundel,3362,Crofton Meadows Elementary,E,2020 Tilghman Dr,Crofton,MD,211141742,4107219453,240006001517,20170814
2017,02,Anne Arundel,3372,Glen Burnie Park Elementary,E,500 Marlboro Rd,Glen Burnie,MD,210614600,4102226400,240006000076,20170814
2017,02,Anne Arundel,3382,Southgate Elementary,E,290 Shetlands Ln,Glen Burnie,MD,210616170,4102226445,240006000133,20170814
2017,02,Anne Arundel,3392,Rippling Woods Elementary,E,530 Nolfield Dr,Glen Burnie,MD,210615311,4102226440,240006000120,20170814
2017,02,Anne Arundel,3414,Ruth Parker Eason School,EMH,648 Old Mill Rd,Millersville,MD,211081355,4102223815,240006001425,20170814
2017,02,Anne Arundel,3423,Meade Middle,M,1103 26th St,Fort Meade,MD,207550000,4106742355,240006000823,20170814
2017,02,Anne Arundel,4013,Annapolis High,H,2700 Riva Rd,Annapolis,MD,214017205,4102665240,240006000037,20170814
2017,02,Anne Arundel,4023,Southern High,H,4400 Solomons Island Rd,Harwood,MD,207769504,4108677100,240006000132,20170814
2017,02,Anne Arundel,4033,Annapolis Middle,M,1399 Forest Dr,Annapolis,MD,214031423,4102678658,240006000036,20170814
2017,02,Anne Arundel,4043,Wiley H. Bates Middle,M,701 Chase Street,Annapolis,MD,214010000,4102630270,240006000041,20170814
2017,02,Anne Arundel,4053,Southern Middle,M,5235 Solomons Island Rd,Lothian,MD,207119702,4102221659,240006000131,20170814
2017,02,Anne Arundel,4064,Mary Moss at Adams Academy,M,245 Clay Street,Annapolis,MD,21401,4102221639,240006001729,20170814
2017,02,Anne Arundel,4074,Phoenix Academy,EMH,1411 Cedar Park Road,Annapolis,MD,21401,4102225000,240006001714,20170814
2017,02,Anne Arundel,4092,Annapolis Elementary,E,180 Green Street,Annapolis,MD,21401,4102221600,240006000035,20170814
2017,02,Anne Arundel,4112,Central Elementary,E,130 Stepney Ln,Edgewater,MD,210372801,4102221075,240006000053,20170814
2017,02,Anne Arundel,4122,Davidsonville Elementary,E,962 Central Ave West,Davidsonville,MD,210352316,4102221655,240006000062,20170814
2017,02,Anne Arundel,4132,Deale Elementary,E,759 Masons Beach Rd,Deale,MD,207519726,4102221695,240006000063,20170814
2017,02,Anne Arundel,4142,Eastport Elementary,E,420 5th Avenue,Annapolis,MD,214032537,4102221605,240006000064,20170814
2017,02,Anne Arundel,4152,Edgewater Elementary,E,121 Washington Rd,Edgewater,MD,210371403,4102221660,240006000065,20170814
2017,02,Anne Arundel,4162,Georgetown East Elementary,E,111 Dogwood Rd,Annapolis,MD,214032701,4102221610,240006000073,20170814
2017,02,Anne Arundel,4182,Germantown Elementary,E,200 Windell Avenue,Annapolis,MD,214013201,4102221615,240006000074,20170814
2017,02,Anne Arundel,4192,Hillsmere Elementary,E,3052 Arundel On The Bay Rd,Annapolis,MD,214034302,4102221622,240006000080,20170814
2017,02,Anne Arundel,4202,Lothian Elementary,E,5175 Solomons Island Rd,Lothian,MD,207119701,4102221697,240006000089,20170814
2017,02,Anne Arundel,4212,Mayo Elementary,E,1260 Mayo Ridge Rd,Edgewater,MD,210374205,4102221666,240006000097,20170814
2017,02,Anne Arundel,4222,Walter S. Mills - Parole Elementary,E,1 George and Marion Phelps lane,Annapolis,MD,214014003,4102221626,240006000112,20170814
2017,02,Anne Arundel,4232,Rolling Knolls Elementary,E,1985 Valley Rd,Annapolis,MD,214016753,4102225820,240006000122,20170814
2017,02,Anne Arundel,4242,Shady Side Elementary,E,4859 Atwell Rd,Shady Side,MD,207649737,4102221621,240006000128,20170814
2017,02,Anne Arundel,4252,Traceys Elementary,E,20 Deale Rd,Traceys Landing,MD,20779,4102221633,240006000135,20170814
2017,02,Anne Arundel,4262,Tyler Heights Elementary,E,200 Janwal St,Annapolis,MD,214031919,4102221630,240006000136,20170814
2017,02,Anne Arundel,4272,West Annapolis Elementary,E,505 Melvin Avenue,Annapolis,MD,21401,4102221635,240006000139,20170814
2017,02,Anne Arundel,4283,Central Middle,M,221 Central Ave E,Edgewater,MD,210372802,4109565800,240006000054,20170814
2017,02,Anne Arundel,4293,South River High,H,201 Central Ave  E,Edgewater,MD,210372802,4109565600,240006000055,20170814
2017,02,Anne Arundel,4304,Central Special School,EMH,140 Stepney Ln,Edgewater,MD,210370000,4109565885,240006000056,20170814
2017,02,Anne Arundel,4703,Studio 39,,291 Locust Street,Annapolis,MD,21401,4102225391,240006001728,20170814
2017,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,EM,430 Brock Bridge Road,Laurel,MD,20724,4102225000,240006001724,20170814
2017,02,Anne Arundel,6223,Chesapeake Science Point,MH,7321 Parkway Drive South,Hanover,MD,21076,4437575277,240006001401,20170814
2017,02,Anne Arundel,6233,Monarch Academy,EM,6730 Baymeadow Drive,Glen Burnie,MD,21060,4107602072,240006001687,20170814
2017,02,Anne Arundel,9513,Center of Applied Technology-North,,800 Stevenson Rd,Severn,MD,211442207,4109693100,240006000905,20170814
2017,02,Anne Arundel,9543,Center of Applied Technology-South,,211 Central Ave  E,Edgewater,MD,210372802,4109565900,240006000906,20170814
2017,03,Baltimore County,0050,Afternoon Group Learning Centers,,105 W. Chesapeake Avenue,Towson,MD,21204,4108872270,240012000910,20170814
2017,03,Baltimore County,0054,Extended Day Learning Program,H,105 W. Chesapeake Avenue,Towson,MD,21204,4108872270,240012000917,20170814
2017,03,Baltimore County,0057,Home Assignments-Elementary,E,105 W. Chesapeake Avenue,Towson,MD,21204,4108873222,240012000925,20170814
2017,03,Baltimore County,0058,Home Assignments-Secondary,MH,105 W. Chesapeake Avenue,Towson,MD,21204,4108873222,240012000935,20170814
2017,03,Baltimore County,0062,Campfield Early Childhood Center,,6834 N Alter St,Baltimore,MD,212070000,4108871227,240012000012,20170814
2017,03,Baltimore County,0069,Catonsville Center for Alternative Studies,H,901 S Rolling Rd,Baltimore,MD,212280000,4108870934,240012000436,20170814
2017,03,Baltimore County,0070,Meadowood Education Center,M,1849 Gywnn Oak Ave,Baltimore,MD,21207,4108876888,240012000777,20170814
2017,03,Baltimore County,0072,Rosedale Center,MH,"7090 Golden Ring Road, Suite 103",Baltimore,MD,212370000,4108870133,240012000831,20170814
2017,03,Baltimore County,0075,Crossroads Center,MH,11640 Crossroads Circle,Baltimore,MD,21220,4108870270,240012001649,20170814
2017,03,Baltimore County,0077,BCDC Educational Center,H,105 W. Chesapeake Avenue,Towson,MD,21204,4108874360,240012001711,20170814
2017,03,Baltimore County,0101,Catonsville Elementary,E,615 Frederick Rd,Catonsville,MD,212284626,4108870800,240012000353,20170814
2017,03,Baltimore County,0102,Westchester Elementary,E,2300 Old Frederick Rd,Baltimore,MD,21228,4108871088,240012000936,20170814
2017,03,Baltimore County,0103,Westowne Elementary,E,401 Harlem Ln,Catonsville,MD,212281656,4108870854,240012000495,20170814
2017,03,Baltimore County,0104,Edmondson Heights Elementary,E,1600 Langford Rd,Baltimore,MD,212074959,4108870818,240012000382,20170814
2017,03,Baltimore County,0105,Johnnycake Elementary,E,5910 Craigmont Rd,Baltimore,MD,212281207,4108870823,240012000410,20170814
2017,03,Baltimore County,0111,Maiden Choice School,EMH,4901 Shelbourne Rd,Baltimore,MD,212270000,4108871431,240012000466,20170814
2017,03,Baltimore County,0112,Dogwood Elementary,E,7215 Dogwood Rd,Baltimore,MD,21244,4108876808,240012002945,20170814
2017,03,Baltimore County,0113,Chadwick Elementary,E,1918 Winder Rd,Baltimore,MD,212441729,4108871300,240012000357,20170814
2017,03,Baltimore County,0115,Hillcrest Elementary,E,1500 Frederick Rd,Baltimore,MD,212285019,4108870820,240012000406,20170814
2017,03,Baltimore County,0116,Woodbridge Elementary,E,1410 Pleasant Valley Dr,Baltimore,MD,212282539,4108870857,240012000499,20170814
2017,03,Baltimore County,0151,Catonsville Middle,M,2301 Edmondson Ave,Catonsville,MD,212284714,4108870803,240012000354,20170814
2017,03,Baltimore County,0155,Southwest Academy,M,6200 Johnnycake Rd,Baltimore,MD,212073929,4108870825,240012000411,20170814
2017,03,Baltimore County,0172,Woodlawn High Center for Pre-Eng. Res.,H,1801 Woodlawn Dr,Baltimore,MD,212074008,4108871309,240012000502,20170814
2017,03,Baltimore County,0174,Catonsville High,H,421 Bloomsbury Ave,Baltimore,MD,212280000,4108870808,240012000355,20170814
2017,03,Baltimore County,0175,Western School of Technology & Env. Science,H,100 Kenwood Ave,Baltimore,MD,212283610,4108870840,240012000248,20170814
2017,03,Baltimore County,0202,Randallstown Elementary,E,9013 Liberty Rd,Randallstown,MD,211333909,4108870746,240012000457,20170814
2017,03,Baltimore County,0204,Featherbed Lane Elementary,E,6700 Richardson Rd,Baltimore,MD,212074234,4108871302,240012000385,20170814
2017,03,Baltimore County,0205,Woodmoor Elementary,E,3200 Elba Dr,Baltimore,MD,212074401,4108871318,240012000503,20170814
2017,03,Baltimore County,0206,Scotts Branch Elementary,E,8220 Tawnmoore Rd,Baltimore,MD,212070000,4108870761,240012000471,20170814
2017,03,Baltimore County,0207,Church Lane Elementary Technology,E,3820 Fernside Rd,Randallstown,MD,211334618,4108870717,240012000364,20170814
2017,03,Baltimore County,0209,Hebbville Elementary,E,3335 Washington Ave,Baltimore,MD,212070000,4108870708,240012000402,20170814
2017,03,Baltimore County,0210,Powhatan Elementary,E,3300 Kelox Rd,Baltimore,MD,212076225,4108871330,240012000455,20170814
2017,03,Baltimore County,0211,Winfield Elementary,E,8300 Carlson Ln,Baltimore,MD,212070000,4108870766,240012000498,20170814
2017,03,Baltimore County,0213,Winand Elementary,E,8301 Scotts Level Rd,Baltimore,MD,212082104,4108870763,240012000497,20170814
2017,03,Baltimore County,0214,Hernwood Elementary,E,9919 Marriottsville Rd,Randallstown,MD,211331503,4108870732,240012000405,20170814
2017,03,Baltimore County,0216,Deer Park Elementary,E,9809 Lyons Mill Rd,Owings Mills,MD,211174817,4108870723,240012000371,20170814
2017,03,Baltimore County,0217,New Town Elementary,E,4924 New Town Blvd,Owings Mills,MD,211170000,4108871541,240012001159,20170814
2017,03,Baltimore County,0252,Northwest Academy of Health Sciences,M,4627 Old Court Rd,Baltimore,MD,212082402,4108870742,240012001431,20170814
2017,03,Baltimore County,0253,Woodlawn Middle,M,3033 Saint Lukes Ln,Baltimore,MD,212074475,4108871304,240012000501,20170814
2017,03,Baltimore County,0254,Deer Park Middle Magnet School,M,9830 Winands Rd,Randallstown,MD,211332022,4108870726,240012000372,20170814
2017,03,Baltimore County,0256,Windsor Mill Middle,M,8300 Windsor Mill Rd,Baltimore,MD,21209,4108870000,240012001574,20170814
2017,03,Baltimore County,0271,Milford Mill Academy,H,3800 Washington Ave,Baltimore,MD,212070000,4108870660,240012000432,20170814
2017,03,Baltimore County,0272,Randallstown High,H,4000 Offutt Rd,Randallstown,MD,211333399,4108870748,240012000458,20170814
2017,03,Baltimore County,0303,Bedford Elementary,E,7407 Dorman Dr,Baltimore,MD,212085821,4108871200,240012000348,20170814
2017,03,Baltimore County,0304,Wellwood International Elementary,E,2901 Smith Ave,Pikesville,MD,212084540,4108871212,240012000492,20170814
2017,03,Baltimore County,0307,Milbrook Elementary,E,4300 Crest Heights Rd,Baltimore,MD,212151310,4108871225,240012000431,20170814
2017,03,Baltimore County,0308,Fort Garrison Elementary,E,3310 Woodvalley Dr,Baltimore,MD,212081955,4108871203,240012000387,20170814
2017,03,Baltimore County,0310,Summit Park Elementary,E,6920 Diana Rd,Baltimore,MD,212091527,4108871210,240012000481,20170814
2017,03,Baltimore County,0311,Woodholme Elementary,E,300 Mt Wilson Ln,Baltimore,MD,21208,4108876762,240012001405,20170814
2017,03,Baltimore County,0352,Pikesville Middle,M,7701 Seven Mile Ln,Baltimore,MD,212084326,4108871207,240012000448,20170814
2017,03,Baltimore County,0353,Sudbrook Magnet Middle,M,4300 Bedford Rd,Baltimore,MD,212080000,4108876720,240012000441,20170814
2017,03,Baltimore County,0371,Pikesville High,H,7621 Labyrinth Rd,Baltimore,MD,212084411,4108871217,240012000449,20170814
2017,03,Baltimore County,0402,Owings Mills Elementary,E,10824 Reistertown Road,Owings Mills,MD,211170000,4108871710,240012000439,20170814
2017,03,Baltimore County,0403,Franklin Elementary,E,33 Cockeysmill Rd,Reisterstown,MD,211361207,4108871111,240012000388,20170814
2017,03,Baltimore County,0404,Chatsworth School,E,222 New Ave,Reisterstown,MD,211361322,4108871103,240012000361,20170814
2017,03,Baltimore County,0405,Timber Grove Elementary,E,701 Academy Ave,Owings Mills,MD,211171302,4108871714,240012000484,20170814
2017,03,Baltimore County,0406,Reisterstown Elementary,E,223 Walgrove Rd,Reisterstown,MD,211362315,4108871133,240012000460,20170814
2017,03,Baltimore County,0407,Glyndon Elementary,E,445 Glyndon Dr,Reisterstown,MD,211361605,4108871130,240012001346,20170814
2017,03,Baltimore County,0408,Cedarmere Elementary,E,17 Nicodemus Rd,Reisterstown,MD,211363224,4108871100,240012000356,20170814
2017,03,Baltimore County,0410,Lyons Mill Elementary,E,9435 Lyons Mill Rd,Owings Mills,MD,21117,4108871719,240012001730,20170814
2017,03,Baltimore County,0451,Franklin Middle,M,10 Cockeysmill Rd,Reisterstown,MD,211360000,4108871114,240012000389,20170814
2017,03,Baltimore County,0452,Owings Mills High,H,124 Tollgate Rd,Owings Mills,MD,211173350,4108871700,240012001347,20170814
2017,03,Baltimore County,0472,Franklin High,H,12000 Reisterstown Rd,Reisterstown,MD,211363041,4108871119,240012000390,20170814
